coin_id,first_date
aircoins,2019-08-07T00:00:00+00:00
quark-chain,2018-06-05T00:00:00+00:00
mochi-market,2021-04-25T00:00:00+00:00
fuupay,2020-08-10T00:00:00+00:00
warp-finance,2021-02-12T00:00:00+00:00
sake-token,2020-09-10T00:00:00+00:00
swiftlance-token,2018-09-18T00:00:00+00:00
unit-protocol,2020-07-21T00:00:00+00:00
paypex,2017-11-24T00:00:00+00:00
aries-financial-token,2020-12-21T00:00:00+00:00
stone-token,2021-03-31T00:00:00+00:00
butter-token,2021-05-05T00:00:00+00:00
caica-coin,2018-10-23T00:00:00+00:00
kansas-city-chiefs-win-super-bowl,2021-02-05T00:00:00+00:00
zenfuse,2020-10-14T00:00:00+00:00
xbn,2021-04-09T00:00:00+00:00
hokkaidu-inu,2021-04-24T00:00:00+00:00
delphi-chain-link,2021-01-05T00:00:00+00:00
cafeswap-token,2021-02-15T00:00:00+00:00
luxurious-pro-network-token,2021-03-02T00:00:00+00:00
safedog-protocol,2021-05-12T00:00:00+00:00
bluechips-token,2018-12-07T00:00:00+00:00
kiwi-token,2020-03-12T00:00:00+00:00
setc,2020-07-10T00:00:00+00:00
safepal,2021-02-08T00:00:00+00:00
dws,2018-07-11T00:00:00+00:00
ai-doctor,2018-02-15T00:00:00+00:00
bella-protocol,2020-09-15T00:00:00+00:00
softchain,2018-11-08T00:00:00+00:00
virgox-token,2020-09-21T00:00:00+00:00
polymoon,2021-05-08T00:00:00+00:00
hardware-chain,2019-08-03T00:00:00+00:00
dune,2019-10-25T00:00:00+00:00
dalecoin,2017-12-21T00:00:00+00:00
kickico,2017-10-28T00:00:00+00:00
3x-short-altcoin-index-token,2019-12-18T00:00:00+00:00
xiotri,2020-08-20T00:00:00+00:00
aelysir,2020-10-31T00:00:00+00:00
alpha5,2021-02-03T00:00:00+00:00
satopay,2020-08-25T00:00:00+00:00
serum-ecosystem-token,2021-01-06T00:00:00+00:00
yfrb-finance,2020-09-11T00:00:00+00:00
lotto,2021-02-01T00:00:00+00:00
yearn-ecosystem-token-index,2020-12-10T00:00:00+00:00
fairgame,2018-02-15T00:00:00+00:00
kcash,2018-01-24T00:00:00+00:00
community-business-token,2021-04-07T00:00:00+00:00
afro,2018-07-20T00:00:00+00:00
dapp-evolution,2020-10-26T00:00:00+00:00
owl-token,2020-10-06T00:00:00+00:00
worldpet,2020-06-24T00:00:00+00:00
binance-bitcoin,2021-02-26T00:00:00+00:00
rotten,2020-09-22T00:00:00+00:00
seigniorage-shares,2020-09-02T00:00:00+00:00
theresa-may-coin,2017-07-15T00:00:00+00:00
bamboo-defi,2021-02-04T00:00:00+00:00
taodao,2021-05-04T00:00:00+00:00
adtoken,2017-08-02T00:00:00+00:00
balancer,2020-06-23T00:00:00+00:00
hodl-token,2021-05-16T00:00:00+00:00
huobi-bitcoin-cash,2021-02-26T00:00:00+00:00
unique-fans,2021-04-08T00:00:00+00:00
cryptonia-poker,2018-09-13T00:00:00+00:00
sucrecoin,2018-06-02T00:00:00+00:00
parallelcoin,2018-01-24T00:00:00+00:00
shareat,2020-10-22T00:00:00+00:00
heptafranc,2020-01-13T00:00:00+00:00
rfbtc,2021-01-10T00:00:00+00:00
airbloc-protocol,2018-08-14T00:00:00+00:00
aezora,2020-01-15T00:00:00+00:00
sport-and-leisure,2019-02-19T00:00:00+00:00
ratecoin,2015-06-26T00:00:00+00:00
electrify-asia,2018-03-21T00:00:00+00:00
venus-eth,2021-02-10T00:00:00+00:00
wrapped-crescofin,2020-11-30T00:00:00+00:00
cybermusic,2018-09-17T00:00:00+00:00
spritzcoin,2018-12-15T00:00:00+00:00
argenpeso,2020-10-06T00:00:00+00:00
amix,2020-08-17T00:00:00+00:00
beetle-coin,2018-04-04T00:00:00+00:00
yieldwatch,2021-03-04T00:00:00+00:00
fusible,2021-03-05T00:00:00+00:00
wings,2017-01-11T00:00:00+00:00
zenzo,2018-11-08T00:00:00+00:00
smart-trade-coin,2021-05-12T00:00:00+00:00
smart-mfg,2018-04-20T00:00:00+00:00
purple-butterfly-trading,2018-11-27T00:00:00+00:00
datakyc,2018-12-07T00:00:00+00:00
belugaswap,2021-01-27T00:00:00+00:00
tokentuber,2019-10-01T00:00:00+00:00
yvboost,2021-05-02T00:00:00+00:00
rate3,2018-06-28T00:00:00+00:00
6ix9ine-chain,2020-05-19T00:00:00+00:00
zeto,2019-02-15T00:00:00+00:00
eco-value-coin,2019-02-28T00:00:00+00:00
snowgem,2018-03-30T00:00:00+00:00
talleo,2020-02-27T00:00:00+00:00
aunit,2018-11-10T00:00:00+00:00
484-fund,2021-04-28T00:00:00+00:00
rafflection,2021-05-21T00:00:00+00:00
badger-sett-digg,2021-03-24T00:00:00+00:00
chalice-finance,2020-12-21T00:00:00+00:00
cash-tech,2021-03-26T00:00:00+00:00
dego-finance,2020-09-16T00:00:00+00:00
boosted-finance,2020-09-03T00:00:00+00:00
flits,2019-06-02T00:00:00+00:00
iai-token,2021-04-06T00:00:00+00:00
cryptodezirecash,2018-11-08T00:00:00+00:00
rope,2020-09-23T00:00:00+00:00
wrapped-anatha,2020-10-02T00:00:00+00:00
dynamite,2019-07-15T00:00:00+00:00
gas,2017-09-25T00:00:00+00:00
gold-bcr,2020-10-21T00:00:00+00:00
yocoin,2016-01-21T00:00:00+00:00
keep3rv1,2020-10-28T00:00:00+00:00
ytsla-finance,2020-09-21T00:00:00+00:00
kitcoin,2019-07-11T00:00:00+00:00
deonex-token,2020-10-23T00:00:00+00:00
spoklottery,2020-09-27T00:00:00+00:00
moon,2020-10-22T00:00:00+00:00
monkey-coin,2019-06-13T00:00:00+00:00
aave-usdt,2021-03-12T00:00:00+00:00
asura,2018-09-13T00:00:00+00:00
usdex-2,2021-01-23T00:00:00+00:00
supercoin,2014-05-26T00:00:00+00:00
evil-coin,2018-01-24T00:00:00+00:00
nework,2018-02-11T00:00:00+00:00
safecapital,2019-11-22T00:00:00+00:00
zedxe,2020-01-09T00:00:00+00:00
packageportal,2021-04-25T00:00:00+00:00
yfia,2020-10-18T00:00:00+00:00
satoexchange-token,2019-05-29T00:00:00+00:00
spacepenguin,2021-05-12T00:00:00+00:00
mirror-world-token,2020-08-29T00:00:00+00:00
unifty,2021-01-21T00:00:00+00:00
tinfoil-finance,2021-03-05T00:00:00+00:00
cryptoindex-io,2019-07-09T00:00:00+00:00
noia-network,2019-07-24T00:00:00+00:00
interfinex-bills,2020-12-11T00:00:00+00:00
chainpay,2020-03-11T00:00:00+00:00
moonstorm,2021-05-16T00:00:00+00:00
bixcpro,2019-03-02T00:00:00+00:00
digitalprice,2017-11-12T00:00:00+00:00
bit-ecological-digital,2021-03-06T00:00:00+00:00
libartysharetoken,2020-10-31T00:00:00+00:00
stockchain,2018-03-30T00:00:00+00:00
matic-aave-tusd,2021-04-15T00:00:00+00:00
hybrix,2020-05-27T00:00:00+00:00
xeno-token,2021-02-01T00:00:00+00:00
sprink,2021-03-11T00:00:00+00:00
1x-short-dogecoin-token,2020-08-11T00:00:00+00:00
yfmoonshot,2020-09-16T00:00:00+00:00
swirge,2020-10-21T00:00:00+00:00
idl-token,2020-12-28T00:00:00+00:00
diamondhold,2021-05-17T00:00:00+00:00
krios,2019-06-08T00:00:00+00:00
hogl-finance,2021-03-27T00:00:00+00:00
thingschain,2018-08-07T00:00:00+00:00
lympo-market-token,2021-05-02T00:00:00+00:00
bird-money,2020-12-01T00:00:00+00:00
julswap,2021-02-02T00:00:00+00:00
rebased,2020-08-18T00:00:00+00:00
waltonchain,2017-11-08T00:00:00+00:00
the-hash-speed,2020-08-20T00:00:00+00:00
fxpay,2018-12-28T00:00:00+00:00
energy-ledger,2021-01-13T00:00:00+00:00
akoin,2020-11-11T00:00:00+00:00
crypto-com-chain,2019-01-02T00:00:00+00:00
helex-token,2019-10-09T00:00:00+00:00
brmv-token,2021-03-16T00:00:00+00:00
vibe,2017-12-04T00:00:00+00:00
gdoge-finance,2021-05-16T00:00:00+00:00
piedao-yearn-ecosystem-pie,2021-01-05T00:00:00+00:00
wirex,2019-07-02T00:00:00+00:00
arcona,2019-02-26T00:00:00+00:00
curio,2020-01-02T00:00:00+00:00
visor,2021-03-15T00:00:00+00:00
nyan-v2,2020-11-11T00:00:00+00:00
blackpearl-chain,2020-03-20T00:00:00+00:00
daex,2018-05-15T00:00:00+00:00
tena,2019-01-02T00:00:00+00:00
htmlcoin,2018-01-16T00:00:00+00:00
currency-network,2018-11-10T00:00:00+00:00
waffle,2021-04-17T00:00:00+00:00
3x-long-okb-token,2020-01-18T00:00:00+00:00
international-cryptox,2018-08-09T00:00:00+00:00
havven,2018-03-21T00:00:00+00:00
zuplo,2020-11-09T00:00:00+00:00
marsmission,2021-04-20T00:00:00+00:00
qash,2017-11-24T00:00:00+00:00
seedswap-token,2021-05-19T00:00:00+00:00
decentralized-asset-trading-platform,2018-10-30T00:00:00+00:00
defis-network,2020-08-15T00:00:00+00:00
bankera,2018-06-05T00:00:00+00:00
centaur,2020-10-09T00:00:00+00:00
meter-stable,2020-08-16T00:00:00+00:00
gleec-coin,2020-01-10T00:00:00+00:00
powerbalt,2020-06-29T00:00:00+00:00
bountymarketcap,2020-12-24T00:00:00+00:00
plutopepe,2021-05-12T00:00:00+00:00
chad-link-set,2020-06-02T00:00:00+00:00
wecoown,2021-03-24T00:00:00+00:00
kaaso,2019-10-09T00:00:00+00:00
kuaitoken,2018-08-07T00:00:00+00:00
gadoshi,2021-02-24T00:00:00+00:00
tokok,2018-11-01T00:00:00+00:00
bitball-treasure,2018-12-29T00:00:00+00:00
versoview,2020-12-15T00:00:00+00:00
base-protocol,2020-12-01T00:00:00+00:00
dav,2018-08-24T00:00:00+00:00
feg-token-bsc,2021-03-26T00:00:00+00:00
infinite-ricks,2020-06-19T00:00:00+00:00
yfbeta,2020-09-03T00:00:00+00:00
trinity-network-credit,2018-01-24T00:00:00+00:00
brother-music-platform,2020-11-24T00:00:00+00:00
adex,2017-09-16T00:00:00+00:00
spartan,2020-12-14T00:00:00+00:00
allive,2019-05-17T00:00:00+00:00
fastswap,2021-01-05T00:00:00+00:00
aave-link-v1,2020-06-25T00:00:00+00:00
shibapup,2021-05-09T00:00:00+00:00
3x-long-swipe-token,2020-08-06T00:00:00+00:00
klay-token,2019-10-12T00:00:00+00:00
trade-win,2020-11-08T00:00:00+00:00
cryptocean,2019-05-15T00:00:00+00:00
gastrocoin,2021-03-30T00:00:00+00:00
7finance,2020-11-11T00:00:00+00:00
splyt,2021-03-31T00:00:00+00:00
binance-peg-xrp,2021-05-13T00:00:00+00:00
b2bcoin-2,2018-08-18T00:00:00+00:00
gambit,2021-03-08T00:00:00+00:00
dxy-finance,2020-10-17T00:00:00+00:00
plumcake-finance,2021-05-05T00:00:00+00:00
pantheon-x,2019-05-09T00:00:00+00:00
0-5x-long-tezos-token,2020-08-06T00:00:00+00:00
unicly-air-jordan-1st-drop-collection,2021-05-21T00:00:00+00:00
refine-medium,2019-11-28T00:00:00+00:00
ad-flex-token,2018-08-22T00:00:00+00:00
forexcoin,2018-11-15T00:00:00+00:00
bitcoffeen,2020-02-27T00:00:00+00:00
lightning-protocol,2021-03-13T00:00:00+00:00
bibox-token,2018-01-23T00:00:00+00:00
0x,2017-10-17T00:00:00+00:00
halving-coin,2020-08-09T00:00:00+00:00
boom-token,2019-07-20T00:00:00+00:00
safe-finance,2021-05-05T00:00:00+00:00
zenswap-network-token,2018-10-23T00:00:00+00:00
lux,2018-08-12T00:00:00+00:00
pway,2021-03-15T00:00:00+00:00
centercoin,2018-12-20T00:00:00+00:00
whirl-finance,2021-03-10T00:00:00+00:00
sealchain,2019-07-09T00:00:00+00:00
distx,2020-08-31T00:00:00+00:00
wrapped-ecomi,2021-04-06T00:00:00+00:00
securabyte-protocol,2021-05-06T00:00:00+00:00
blockchainpoland,2019-04-20T00:00:00+00:00
scroll-token,2018-07-05T00:00:00+00:00
aqua,2020-12-23T00:00:00+00:00
polkabase,2021-02-14T00:00:00+00:00
zilchess,2021-05-02T00:00:00+00:00
cashpay,2021-03-08T00:00:00+00:00
ditto,2020-12-23T00:00:00+00:00
umbra-network,2021-04-08T00:00:00+00:00
cord-finance,2021-03-03T00:00:00+00:00
tsuki-dao,2021-02-24T00:00:00+00:00
chbt,2020-04-03T00:00:00+00:00
raicoin,2020-11-16T00:00:00+00:00
trustline-network,2020-06-03T00:00:00+00:00
bzedge,2019-02-22T00:00:00+00:00
vanywhere,2020-03-17T00:00:00+00:00
nexty,2018-07-03T00:00:00+00:00
stacker-ventures,2021-03-06T00:00:00+00:00
rchain,2017-12-21T00:00:00+00:00
xxxnifty,2021-05-07T00:00:00+00:00
hiblocks,2020-06-04T00:00:00+00:00
havethertoken,2019-02-16T00:00:00+00:00
robocalls,2019-03-09T00:00:00+00:00
lightstreams,2019-07-26T00:00:00+00:00
greenheart-cbd,2021-05-07T00:00:00+00:00
rootstock,2018-11-24T00:00:00+00:00
ti-value,2018-09-17T00:00:00+00:00
charity-alfa,2020-01-11T00:00:00+00:00
unslashed-finance,2021-03-03T00:00:00+00:00
auxilium,2018-08-29T00:00:00+00:00
unicly-hashmasks-collection,2021-04-20T00:00:00+00:00
databroker-dao,2018-07-20T00:00:00+00:00
lp-renbtc-curve,2020-08-03T00:00:00+00:00
aeryus,2019-06-06T00:00:00+00:00
ig-gold,2019-02-10T00:00:00+00:00
etf-dao,2020-09-17T00:00:00+00:00
anime-token,2021-01-28T00:00:00+00:00
waxe,2020-12-29T00:00:00+00:00
conflux-token,2020-11-10T00:00:00+00:00
masq,2021-01-19T00:00:00+00:00
x8-project,2018-08-10T00:00:00+00:00
lukutex,2021-03-26T00:00:00+00:00
flex-coin,2019-07-30T00:00:00+00:00
edenchain,2018-09-18T00:00:00+00:00
myriadcoin,2014-03-08T00:00:00+00:00
ugchain,2018-01-23T00:00:00+00:00
xrpalike-gene,2019-09-04T00:00:00+00:00
musd,2020-07-08T00:00:00+00:00
delphy,2017-11-27T00:00:00+00:00
1x-short-tezos-token,2020-08-06T00:00:00+00:00
farm-defi,2020-10-27T00:00:00+00:00
gmr-finance,2021-05-07T00:00:00+00:00
eurbase,2019-09-17T00:00:00+00:00
vig,2020-01-20T00:00:00+00:00
metahash,2019-02-20T00:00:00+00:00
tools,2021-03-11T00:00:00+00:00
wider-coin,2021-05-08T00:00:00+00:00
escx-token,2019-10-18T00:00:00+00:00
dbx-2,1970-01-01T00:00:00+00:00
tokens-of-babel,2020-08-16T00:00:00+00:00
litecoin-bep2,2020-05-06T00:00:00+00:00
nft-wars,2021-03-24T00:00:00+00:00
yearn-global,2020-11-05T00:00:00+00:00
metawhale-gold,2021-01-30T00:00:00+00:00
azeusx,2021-05-03T00:00:00+00:00
decraft-finance,2020-10-12T00:00:00+00:00
innovation-blockchain-payment,2020-10-22T00:00:00+00:00
metadium,2018-10-10T00:00:00+00:00
sheesh-it-is-bussin-bussin,2021-05-14T00:00:00+00:00
crosspad,2021-05-03T00:00:00+00:00
storichain-token,2019-09-19T00:00:00+00:00
qitmeer,2020-01-25T00:00:00+00:00
organix,2020-08-28T00:00:00+00:00
coweye,2019-08-02T00:00:00+00:00
axpire,2018-02-11T00:00:00+00:00
regiment-finance,2021-05-06T00:00:00+00:00
spindle,2018-05-30T00:00:00+00:00
elysian,2018-07-18T00:00:00+00:00
syntheify-token,1970-01-01T00:00:00+00:00
printer-finance,2020-09-16T00:00:00+00:00
moneta,2017-06-18T00:00:00+00:00
investin,2021-05-21T13:22:17+00:00
startcoin,2014-06-15T00:00:00+00:00
yuki-coin,2018-08-15T00:00:00+00:00
exmr-monero,2018-08-08T00:00:00+00:00
zzz-finance-v2,2021-01-06T00:00:00+00:00
atbcoin,2017-10-29T00:00:00+00:00
perkscoin,2018-11-10T00:00:00+00:00
cezo,2020-12-23T00:00:00+00:00
crowns,2021-02-01T00:00:00+00:00
saveplanetearth,2021-04-24T00:00:00+00:00
jindo-inu,2021-05-15T00:00:00+00:00
generation-of-yield,2020-10-14T00:00:00+00:00
3x-short-ethereum-classic-token,2020-01-04T00:00:00+00:00
bigbom-eco,2018-06-06T00:00:00+00:00
livenpay,2019-09-19T00:00:00+00:00
polaris-share,2021-01-31T00:00:00+00:00
zum-token,2019-10-17T00:00:00+00:00
tron-atm,2020-08-17T00:00:00+00:00
xkncb,2021-05-07T05:32:26+00:00
bitrue-token,2019-07-06T00:00:00+00:00
shipchain,2018-04-28T00:00:00+00:00
multibridge,2021-04-16T00:00:00+00:00
bitshark,2020-12-21T00:00:00+00:00
qchi,2018-08-14T00:00:00+00:00
swftcoin,2018-02-13T00:00:00+00:00
nftswaps,2021-05-06T00:00:00+00:00
defiville-island,2021-03-22T00:00:00+00:00
zap,2018-01-12T00:00:00+00:00
bitcoin-pro,2018-03-29T00:00:00+00:00
tronclassic,2018-09-25T00:00:00+00:00
zuescrowdfunding,2018-09-13T00:00:00+00:00
sparta-startups,2018-05-17T00:00:00+00:00
swop,2021-03-09T00:00:00+00:00
thunder-token,2019-05-03T00:00:00+00:00
compound-augur,2020-03-17T00:00:00+00:00
safebank,2021-05-10T00:00:00+00:00
team-heretics-fan-token,2020-11-07T00:00:00+00:00
the-global-index-chain,2019-05-11T00:00:00+00:00
razor-network,2021-02-04T00:00:00+00:00
pamp-network,2020-06-06T00:00:00+00:00
morality,2020-10-31T00:00:00+00:00
pancaketools,2021-04-01T00:00:00+00:00
tron-bsc,2021-05-13T00:00:00+00:00
money-plant-token,2020-09-06T00:00:00+00:00
wrapped-bitcoin,2019-02-01T00:00:00+00:00
sav3,2020-11-16T00:00:00+00:00
ztranzit-coin,2020-12-31T00:00:00+00:00
combo-2,2020-11-06T00:00:00+00:00
moonboys,2021-04-24T00:00:00+00:00
decentralized-oracle,2021-03-04T00:00:00+00:00
havens-nook,2021-04-20T00:00:00+00:00
hebeblock,2020-01-11T00:00:00+00:00
bliquid,2020-11-19T00:00:00+00:00
ipse,2020-02-27T00:00:00+00:00
ethichub,2021-02-13T00:00:00+00:00
urus-token,2021-03-01T00:00:00+00:00
saren,2021-04-14T00:00:00+00:00
squirrel-finance,2020-09-09T00:00:00+00:00
esports,2018-02-10T00:00:00+00:00
xeonbit,2018-11-27T00:00:00+00:00
quiverx,2020-10-24T00:00:00+00:00
linkcoin-token,2018-09-25T00:00:00+00:00
polypanda,2021-05-11T00:00:00+00:00
mirrored-facebook,2021-02-19T00:00:00+00:00
concierge-io,2018-05-31T00:00:00+00:00
octofi,2020-09-25T00:00:00+00:00
primas,2017-11-10T00:00:00+00:00
alpaca,2020-11-09T00:00:00+00:00
deli-of-thrones,2020-08-28T00:00:00+00:00
yfst-protocol,2021-01-07T00:00:00+00:00
dether,2018-04-28T00:00:00+00:00
jurassic-farm,2021-03-20T00:00:00+00:00
usdx-stablecoin,2019-09-18T00:00:00+00:00
1x-short-vechain-token,2020-08-11T00:00:00+00:00
walnut-finance,2020-09-01T00:00:00+00:00
trybe,2018-12-20T00:00:00+00:00
odin-protocol,2021-04-22T00:00:00+00:00
mandala-exchange-token,2021-01-22T00:00:00+00:00
hotdollars-token,2019-05-29T00:00:00+00:00
asd,2018-11-12T00:00:00+00:00
nami-trade,2018-05-23T00:00:00+00:00
tronish,2021-03-29T00:00:00+00:00
savedroid,2018-08-15T00:00:00+00:00
bitflate,2019-11-02T00:00:00+00:00
apoyield,2021-03-04T00:00:00+00:00
perkle,2019-04-11T00:00:00+00:00
secured-moonrat-token,2021-05-05T00:00:00+00:00
blucon,2019-11-12T00:00:00+00:00
bitjob,2017-11-19T00:00:00+00:00
assemble-protocol,2020-06-10T00:00:00+00:00
sessia,2019-07-27T00:00:00+00:00
bscpad,2021-03-01T00:00:00+00:00
ultrain,2018-11-22T00:00:00+00:00
payment-coin,2019-11-26T00:00:00+00:00
pepegold,2018-07-14T00:00:00+00:00
kanva,2020-11-17T00:00:00+00:00
mixsome,2021-04-26T00:00:00+00:00
xfarmer,2021-05-15T00:00:00+00:00
encocoinplus,2020-01-11T00:00:00+00:00
zettelkasten,2018-12-19T00:00:00+00:00
flashswap,2020-09-05T00:00:00+00:00
mogu,2019-10-13T00:00:00+00:00
passive-income-bot,2021-04-12T00:00:00+00:00
honestcoin,2019-07-26T00:00:00+00:00
asian-dragon,2019-04-10T00:00:00+00:00
mercury,2018-02-13T00:00:00+00:00
vera-cruz-coin,2020-10-07T00:00:00+00:00
toast-finance,2020-08-30T00:00:00+00:00
kabosu,2021-05-11T00:00:00+00:00
bankroll-vault,2020-06-16T00:00:00+00:00
poc-chain,2019-02-13T00:00:00+00:00
dfohub,2020-05-17T00:00:00+00:00
penguin-finance,2021-04-03T00:00:00+00:00
creed-finance,2020-09-11T00:00:00+00:00
celer-network,2019-03-26T00:00:00+00:00
poet,2017-12-09T00:00:00+00:00
ddmcoin,2018-10-23T00:00:00+00:00
data-saver-coin,2018-07-17T00:00:00+00:00
healing-plus,2020-07-01T00:00:00+00:00
dex-trade-coin,2021-04-27T00:00:00+00:00
bitcoinote,2018-06-12T00:00:00+00:00
agavecoin,2018-12-01T00:00:00+00:00
vault12,2018-12-26T00:00:00+00:00
bast,2020-08-31T00:00:00+00:00
exchange-union,2017-12-03T00:00:00+00:00
hodlearn,2021-03-06T00:00:00+00:00
super-hero,2021-05-02T00:00:00+00:00
bignite,2021-02-18T00:00:00+00:00
insurace,2021-03-15T00:00:00+00:00
mytvchain,2020-04-01T00:00:00+00:00
qtum,2017-06-14T00:00:00+00:00
midas-dollar-share,2021-02-16T00:00:00+00:00
sakura-bloom,2018-05-17T00:00:00+00:00
full-send,2021-04-30T00:00:00+00:00
ieos,2020-06-17T00:00:00+00:00
acuity-token,2020-10-16T00:00:00+00:00
trich,2020-12-31T00:00:00+00:00
mybit-token,2017-12-08T00:00:00+00:00
kvi,2020-03-10T00:00:00+00:00
universal-gold,2021-01-02T00:00:00+00:00
sparkle,2019-03-13T00:00:00+00:00
vera,2019-10-21T00:00:00+00:00
gather,2020-09-14T00:00:00+00:00
crypto-puzzles,2021-05-04T00:00:00+00:00
fairmoon,2021-03-31T00:00:00+00:00
malwarechain,2019-12-31T00:00:00+00:00
rug,2020-09-02T00:00:00+00:00
blocery,2020-08-10T00:00:00+00:00
vampire-protocol,2020-09-28T00:00:00+00:00
market-arbitrage-coin,2018-11-16T00:00:00+00:00
etherinc,2018-11-06T00:00:00+00:00
3x-short-exchange-token-index-token,2020-01-04T00:00:00+00:00
title-network,2019-07-09T00:00:00+00:00
coinnec,2018-05-29T00:00:00+00:00
rivetz,2017-11-18T00:00:00+00:00
synth-soil,2021-02-02T00:00:00+00:00
3x-short-stellar-token,2020-12-10T00:00:00+00:00
t-os,2018-11-20T00:00:00+00:00
palletone,2018-11-08T00:00:00+00:00
rise-protocol,2021-02-15T00:00:00+00:00
prophecy,2021-01-14T00:00:00+00:00
yd-btc-mar21,2020-12-26T00:00:00+00:00
sphere,2017-12-28T00:00:00+00:00
sentinel-protocol,2018-06-19T00:00:00+00:00
partner,2019-06-04T00:00:00+00:00
financex-exchange-token,2020-01-11T00:00:00+00:00
parachute,2019-01-30T00:00:00+00:00
rupiah-token,2019-09-11T00:00:00+00:00
lipchain,2020-02-05T00:00:00+00:00
afin-coin,2019-01-23T00:00:00+00:00
flama,2020-06-07T00:00:00+00:00
mx-token,2019-05-31T00:00:00+00:00
uploadea,2021-04-03T00:00:00+00:00
bonded-finance,2020-11-25T00:00:00+00:00
compound-basic-attention-token,2020-03-05T00:00:00+00:00
kryptokrona,2020-11-19T00:00:00+00:00
aerotoken,2019-10-22T00:00:00+00:00
gulf-coin-gold,2021-02-03T00:00:00+00:00
multicoincasino,2020-04-07T00:00:00+00:00
jur,2019-10-16T00:00:00+00:00
vspy,2021-02-12T00:00:00+00:00
willowcoin,2020-05-11T00:00:00+00:00
electra-protocol,2021-01-06T00:00:00+00:00
warranty-chain,2019-08-26T00:00:00+00:00
one-world-coin,2019-03-20T00:00:00+00:00
unicorn-token,2019-08-27T00:00:00+00:00
makcoin,2020-09-06T00:00:00+00:00
pylon-network,2018-01-07T00:00:00+00:00
finple,2019-12-20T00:00:00+00:00
set-of-sets-trailblazer-fund,2020-07-07T00:00:00+00:00
unagii-usd-coin,2021-01-27T00:00:00+00:00
bitsz,2021-03-25T00:00:00+00:00
hoo-token,2021-03-02T00:00:00+00:00
whale-coin,2020-03-01T00:00:00+00:00
hellogold,2017-10-18T00:00:00+00:00
unibot-cash,2020-09-15T00:00:00+00:00
litebitcoin,2017-09-16T00:00:00+00:00
daikicoin,2018-07-10T00:00:00+00:00
robonomics-network,2019-09-04T00:00:00+00:00
ibnb,2019-07-05T00:00:00+00:00
united-bitcoin,2017-12-20T00:00:00+00:00
bdollar,2020-12-27T00:00:00+00:00
leasehold,2021-02-12T00:00:00+00:00
all-for-one-business,2019-11-26T00:00:00+00:00
vidiachange,2021-03-11T00:00:00+00:00
actinium,2018-07-04T00:00:00+00:00
alqo,2017-11-26T00:00:00+00:00
qnodecoin,2020-02-19T00:00:00+00:00
atletico-madrid,2020-06-22T00:00:00+00:00
thetimeschaincoin,2019-09-17T00:00:00+00:00
hatch-dao,2020-09-19T00:00:00+00:00
bitpal,2021-03-12T00:00:00+00:00
stater,2021-03-22T00:00:00+00:00
science_chain,2020-02-12T00:00:00+00:00
xstable-protocol,2021-01-26T00:00:00+00:00
bitceo,2019-04-30T00:00:00+00:00
salmon,2020-09-04T00:00:00+00:00
cubiex,2019-07-19T00:00:00+00:00
venus-fil,2021-02-10T00:00:00+00:00
egold,2017-11-20T00:00:00+00:00
tnc-coin,2020-05-05T00:00:00+00:00
equus-mining-token,2020-08-13T00:00:00+00:00
arcblock,2018-03-28T00:00:00+00:00
rise,2016-06-30T00:00:00+00:00
vai,2021-02-04T00:00:00+00:00
cybertronchain,2020-12-27T00:00:00+00:00
bw-token,2019-01-15T00:00:00+00:00
b360,2019-08-23T00:00:00+00:00
midas-protocol,2018-09-29T00:00:00+00:00
3x-long-bitcoin-token,2019-11-23T00:00:00+00:00
primedao,2020-11-19T00:00:00+00:00
the-midas-touch-gold,2018-10-17T00:00:00+00:00
equalizer,2021-04-09T00:00:00+00:00
nimiq-2,2018-07-28T00:00:00+00:00
octans,2021-04-12T00:00:00+00:00
thorium,2020-06-05T00:00:00+00:00
dukascoin,2021-03-15T00:00:00+00:00
blockbase,2020-07-19T00:00:00+00:00
strayacoin,2018-10-03T00:00:00+00:00
ape-punk,2021-03-24T00:00:00+00:00
mimosa,2021-03-01T00:00:00+00:00
game,2017-12-28T00:00:00+00:00
auroratoken,2021-05-10T00:00:00+00:00
b21,2020-12-21T00:00:00+00:00
davinci-coin,2018-08-16T00:00:00+00:00
curryswap,2021-01-14T00:00:00+00:00
utrum,2018-06-29T00:00:00+00:00
coinzo-token,2019-01-24T00:00:00+00:00
boliecoin,2021-02-07T00:00:00+00:00
hidden-coin,2019-12-05T00:00:00+00:00
whiterockcasino,2020-08-03T00:00:00+00:00
neko-network,2021-05-19T00:00:00+00:00
m-chain,2019-01-24T00:00:00+00:00
bitcherry,2020-06-17T00:00:00+00:00
omnitude,2018-08-14T00:00:00+00:00
altura,2021-04-30T00:00:00+00:00
universalenergychain,2019-05-09T00:00:00+00:00
hyperstake,2014-08-09T00:00:00+00:00
neoworld-cash,2018-11-10T00:00:00+00:00
wavesgo,2018-03-02T00:00:00+00:00
gg-coin,2020-04-07T00:00:00+00:00
gneiss,1970-01-01T00:00:00+00:00
bitcoin-confidential,2019-05-03T00:00:00+00:00
elastic-bitcoin,2021-02-12T00:00:00+00:00
forty-seven-bank,2018-05-04T00:00:00+00:00
0-5x-long-defi-index-token,2020-08-11T00:00:00+00:00
business-credit-alliance-chain,2018-11-26T00:00:00+00:00
golden-ratio-coin,2020-01-11T00:00:00+00:00
